feature,chi2,p,n_target,n_reference,significant,fdr_p,fdr_significant,favors
recruitment,-7.45,0.006343,1,9,TRUE,0.18973766011235954,FALSE,Ireland
towards,-7.45,0.006343,1,9,TRUE,0.18973766011235954,FALSE,Ireland
race,7.434,0.006401,19,3,TRUE,0.19040293016759774,FALSE,USA
street,7.434,0.006401,19,3,TRUE,0.19040293016759774,FALSE,USA
say,7.408,0.006492,39,12,TRUE,0.19129069816272967,FALSE,USA
value,-7.361,0.006665,16,27,TRUE,0.19129069816272967,FALSE,Ireland
appropriate,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
behaviour,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
bribery,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
collaboration,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
decentralised,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
delivering,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
detection,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
diverse,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
doyle,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
evolve,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
irish-language,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
kpmg,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
labour,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
literacy,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
multinationals,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
perspective,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
politicians,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
programme,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
slms,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
trustworthy,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
wieczorek,-7.313,0.006844,0,7,TRUE,0.19129069816272967,FALSE,Ireland
news,7.306,0.006872,26,6,TRUE,0.19157049214659685,FALSE,USA
head,-7.273,0.006998,6,15,TRUE,0.19457363446475195,FALSE,Ireland
clear,-7.267,0.007024,10,20,TRUE,0.19478795833333332,FALSE,Ireland
appeared,7.198,0.007296,16,2,TRUE,0.20076254263565893,FALSE,USA
s,7.198,0.007296,16,2,TRUE,0.20076254263565893,FALSE,USA
wrong,7.198,0.007296,16,2,TRUE,0.20076254263565893,FALSE,USA
risks,-7.152,0.007486,19,30,TRUE,0.2054598298969072,FALSE,Ireland
stock,7.115,0.007646,21,4,TRUE,0.20814448469387759,FALSE,USA
journal,7.111,0.007662,13,1,TRUE,0.20814448469387759,FALSE,USA
party,7.111,0.007662,13,1,TRUE,0.20814448469387759,FALSE,USA
valuation,7.111,0.007662,13,1,TRUE,0.20814448469387759,FALSE,USA
crucial,-6.986,0.008215,4,12,TRUE,0.22203435279187816,FALSE,Ireland
opportunity,-6.986,0.008215,4,12,TRUE,0.22203435279187816,FALSE,Ireland
currently,-6.978,0.008252,7,16,TRUE,0.22246974177215192,FALSE,Ireland
number,-6.961,0.008329,12,22,TRUE,0.22397858838383838,FALSE,Ireland
past,6.918,0.008533,36,11,TRUE,0.22888644080604537,FALSE,USA
national,-6.842,0.008904,13,23,TRUE,0.2382379296482412,FALSE,Ireland
areas,-6.654,0.009895,15,25,TRUE,0.26408986215538843,FALSE,Ireland
always,-6.579,0.010319,5,13,TRUE,0.2719976014851485,FALSE,Ireland
cyber,-6.579,0.010319,5,13,TRUE,0.2719976014851485,FALSE,Ireland
features,-6.579,0.010319,5,13,TRUE,0.2719976014851485,FALSE,Ireland
give,-6.579,0.010319,5,13,TRUE,0.2719976014851485,FALSE,Ireland
view,-6.579,0.010319,5,13,TRUE,0.2719976014851485,FALSE,Ireland
london,6.517,0.010685,15,2,TRUE,0.28094954320987653,FALSE,USA
whether,6.503,0.010772,45,16,TRUE,0.2825394778325123,FALSE,USA
law,-6.464,0.011008,18,28,TRUE,0.28537272115384615,FALSE,Ireland
leaders,-6.464,0.011008,18,28,TRUE,0.28537272115384615,FALSE,Ireland
andreessen,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
artificial-intelligence,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
coal,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
coast,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
denied,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
financing,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
scopeai,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
toward,6.442,0.011148,11,0,TRUE,0.28537272115384615,FALSE,USA
declined,6.398,0.011422,12,1,TRUE,0.28891419952494063,FALSE,USA
gave,6.398,0.011422,12,1,TRUE,0.28891419952494063,FALSE,USA
january,6.398,0.011422,12,1,TRUE,0.28891419952494063,FALSE,USA
share,6.398,0.011422,12,1,TRUE,0.28891419952494063,FALSE,USA
worth,6.398,0.011422,12,1,TRUE,0.28891419952494063,FALSE,USA
decision-making,-6.364,0.011644,3,10,TRUE,0.29244565094339625,FALSE,Ireland
ecosystem,-6.364,0.011644,3,10,TRUE,0.29244565094339625,FALSE,Ireland
pressure,-6.364,0.011644,3,10,TRUE,0.29244565094339625,FALSE,Ireland
legal,-6.351,0.011729,21,31,TRUE,0.29388734352941176,FALSE,Ireland
end,6.286,0.012173,22,5,TRUE,0.3042964248826291,FALSE,USA
increasingly,-6.263,0.012329,6,14,TRUE,0.3074742880562061,FALSE,Ireland
much,6.225,0.012597,61,25,TRUE,0.31342395560747666,FALSE,USA
addressing,-6.191,0.012839,1,8,TRUE,0.31575637644341803,FALSE,Ireland
communication,-6.191,0.012839,1,8,TRUE,0.31575637644341803,FALSE,Ireland
foster,-6.191,0.012839,1,8,TRUE,0.31575637644341803,FALSE,Ireland
spokesperson,-6.191,0.012839,1,8,TRUE,0.31575637644341803,FALSE,Ireland
transforming,-6.191,0.012839,1,8,TRUE,0.31575637644341803,FALSE,Ireland
new,6.184,0.012889,207,114,TRUE,0.3162556705069124,FALSE,USA
staff,-6.125,0.013326,12,21,TRUE,0.32622660689655175,FALSE,Ireland
years,6.092,0.013582,97,46,TRUE,0.331731004587156,FALSE,USA
tasks,-6.03,0.014066,13,22,TRUE,0.3341757619047619,FALSE,Ireland
director,-6.013,0.0142,7,15,TRUE,0.3341757619047619,FALSE,Ireland
actively,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
adeleke,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
advisory,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
aspect,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
barry,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
co-ordination,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
corruption,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
d,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
deepfake,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
encourage,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
ey,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
freeing,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
internationally,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
interventions,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
o’donovan,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
o’sullivan,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
personalised,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
pivotal,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
retail,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
revolutionising,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
struggle,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
targeted,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
vets,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
workflows,-5.977,0.014498,0,6,TRUE,0.3341757619047619,FALSE,Ireland
workers,5.925,0.014923,36,12,TRUE,0.343229,FALSE,USA
ai-driven,-5.898,0.015161000000000001,4,11,TRUE,0.34497754059829067,FALSE,Ireland
bias,-5.898,0.015161000000000001,4,11,TRUE,0.34497754059829067,FALSE,Ireland
issues,-5.898,0.015161000000000001,4,11,TRUE,0.34497754059829067,FALSE,Ireland
landscape,-5.898,0.015161000000000001,4,11,TRUE,0.34497754059829067,FALSE,Ireland
practice,-5.898,0.015161000000000001,4,11,TRUE,0.34497754059829067,FALSE,Ireland
using,-5.821,0.015836,53,61,TRUE,0.35956836673773984,FALSE,Ireland
complex,-5.813,0.01591,8,16,TRUE,0.36047997872340426,FALSE,Ireland
human,-5.79,0.016119,36,45,TRUE,0.36056584325396823,FALSE,Ireland
altman’s,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
analysts,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
angeles,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
constellation,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
cranes,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
defense,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
diux,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
elon,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
kim,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
lawmakers,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
maker,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
port,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
print,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
programs,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
publicly,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
speech,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
stargate,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
tens,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
thiel,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
xai,5.716,0.016812,10,0,TRUE,0.36056584325396823,FALSE,USA
regulation,-5.713,0.016839,19,28,TRUE,0.36056584325396823,FALSE,Ireland
developed,5.696,0.017,21,5,TRUE,0.36056584325396823,FALSE,USA
powerful,5.696,0.017,21,5,TRUE,0.36056584325396823,FALSE,USA
users,5.696,0.017,21,5,TRUE,0.36056584325396823,FALSE,USA
authors,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
congress,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
contributed,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
grew,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
open-source,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
predictions,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
prices,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
roughly,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
signed,5.69,0.017065,11,1,TRUE,0.36056584325396823,FALSE,USA
risk,-5.645,0.01751,26,35,TRUE,0.3692356237623763,FALSE,Ireland
build,5.602,0.01794,54,22,TRUE,0.3775554545454546,FALSE,USA
don’t,-5.552,0.018458,5,12,TRUE,0.3861674695481336,FALSE,Ireland
increasing,-5.552,0.018458,5,12,TRUE,0.3861674695481336,FALSE,Ireland
position,-5.552,0.018458,5,12,TRUE,0.3861674695481336,FALSE,Ireland
software,5.526,0.018734,52,21,TRUE,0.3905256081871345,FALSE,USA
growing,-5.519,0.018813,10,18,TRUE,0.3905256081871345,FALSE,Ireland
level,-5.519,0.018813,10,18,TRUE,0.3905256081871345,FALSE,Ireland
resources,-5.519,0.018813,10,18,TRUE,0.3905256081871345,FALSE,Ireland
assess,-5.494,0.019077,2,9,TRUE,0.39245059845559843,FALSE,Ireland
council,-5.494,0.019077,2,9,TRUE,0.39245059845559843,FALSE,Ireland
strategies,-5.494,0.019077,2,9,TRUE,0.39245059845559843,FALSE,Ireland
teaching,-5.494,0.019077,2,9,TRUE,0.39245059845559843,FALSE,Ireland
pay,5.493,0.01909,16,3,TRUE,0.39245059845559843,FALSE,USA
raised,5.428,0.019812,29,9,TRUE,0.40650864739884396,FALSE,USA
time,-5.365,0.02055,73,78,TRUE,0.4208402884615384,FALSE,Ireland
times,5.296,0.021376,55,23,TRUE,0.43436177756653993,FALSE,USA
area,-5.289,0.021455,6,13,TRUE,0.43436177756653993,FALSE,Ireland
finance,-5.289,0.021455,6,13,TRUE,0.43436177756653993,FALSE,Ireland
institute,-5.289,0.021455,6,13,TRUE,0.43436177756653993,FALSE,Ireland
manufacturing,-5.289,0.021455,6,13,TRUE,0.43436177756653993,FALSE,Ireland
understanding,-5.289,0.021455,6,13,TRUE,0.43436177756653993,FALSE,Ireland
anthropic,5.267,0.021735,18,4,TRUE,0.43919547438330175,FALSE,USA
action,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
adopting,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
blood,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
continues,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
emerging,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
third,-5.239,0.022083,3,9,TRUE,0.44120425328330204,FALSE,Ireland
search,5.175,0.022908,13,2,TRUE,0.4568301348314607,FALSE,USA
rather,-5.143,0.02334,15,23,TRUE,0.4645750654205607,FALSE,Ireland
technologies,-5.124,0.023602,31,39,TRUE,0.46891361567164186,FALSE,Ireland
challenge,-5.086,0.02412,7,14,TRUE,0.47482231173380035,FALSE,Ireland
half,-5.086,0.02412,7,14,TRUE,0.47482231173380035,FALSE,Ireland
employees,5.057,0.024534,49,20,TRUE,0.47482231173380035,FALSE,USA
patients,-5.035,0.024836,19,27,TRUE,0.47482231173380035,FALSE,Ireland
hiring,5.024,0.024999,22,6,TRUE,0.47482231173380035,FALSE,USA
training,-5.024,0.024999,20,28,TRUE,0.47482231173380035,FALSE,Ireland
altman's,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
america,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
america’s,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
analyze,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
army,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
berkeley,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
dockworkers,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
dominance,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
drivers,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
facebook,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
fell,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
friends,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
google's,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
hagey,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
hangzhou,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
jain,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
mcbee,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
mcconnell,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
peter,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
ports,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
primarily,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
provider,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
shah,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
shipping,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
specialized,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
tesla,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
thanks,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
venturo,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
vistra,4.992,0.02546,9,0,TRUE,0.47482231173380035,FALSE,USA
ceos,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
documents,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
dynamic,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
educational,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
findings,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
majority,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
real-time,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
solution,-4.958,0.025972,1,7,TRUE,0.47767845941278064,FALSE,Ireland
helped,4.938,0.026279,26,8,TRUE,0.48249150172413796,FALSE,USA
specific,-4.926,0.026452,8,15,TRUE,0.4848319242685026,FALSE,Ireland
eventually,4.866,0.02739,15,3,TRUE,0.49774080204778154,FALSE,USA
named,4.866,0.02739,15,3,TRUE,0.49774080204778154,FALSE,USA
police,4.866,0.02739,15,3,TRUE,0.49774080204778154,FALSE,USA
push,4.866,0.02739,15,3,TRUE,0.49774080204778154,FALSE,USA
wanted,4.866,0.02739,15,3,TRUE,0.49774080204778154,FALSE,USA
election,-4.848,0.027673,4,10,TRUE,0.4994741983050847,FALSE,Ireland
return,-4.848,0.027673,4,10,TRUE,0.4994741983050847,FALSE,Ireland
short,-4.848,0.027673,4,10,TRUE,0.4994741983050847,FALSE,Ireland
step,-4.848,0.027673,4,10,TRUE,0.4994741983050847,FALSE,Ireland
believe,-4.8,0.028465,9,16,TRUE,0.5027525607902735,FALSE,Ireland
result,-4.8,0.028465,9,16,TRUE,0.5027525607902735,FALSE,Ireland
believes,-4.699,0.030179,10,17,TRUE,0.5027525607902735,FALSE,Ireland
uses,-4.699,0.030179,10,17,TRUE,0.5027525607902735,FALSE,Ireland
amazon,4.674,0.030629,17,4,TRUE,0.5027525607902735,FALSE,USA
plan,4.674,0.030629,17,4,TRUE,0.5027525607902735,FALSE,USA
20pc,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
active,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
advancing,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
advisers,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
attacks,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
aws,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
barron,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
buyers,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
careful,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
cites,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
communications,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
considerable,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
consistent,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
danielle,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
disadvantage,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
dramatic,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
dublin-based,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
eir,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
eu’s,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
expleo,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
farmers,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
flannery,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
foundations,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
fry,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
galway,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
garda,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
gardaí,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
gdp,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
gdpr,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
hallucinations,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
harmful,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
hobbs,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
hypertension,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
implementing,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
importance,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
lilly,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
limitations,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
location,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
martin,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
matters,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
navigating,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
optimisation,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
organisational,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
overwhelming,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
paccagnini,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
principles,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
proactive,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
properly,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
pwc’s,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
restrictive,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
retailers,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
ruane,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
scans,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
self-improving,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
societal,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
transparent,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
upskill,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
vital,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
walsh,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
wealth,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
wijns,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
won’t,-4.649,0.031065,0,5,TRUE,0.5027525607902735,FALSE,Ireland
answer,4.554,0.032834,19,5,TRUE,0.5297716151515153,FALSE,USA
soon,4.554,0.032834,19,5,TRUE,0.5297716151515153,FALSE,USA
decades,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
engineers,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
game,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
infringement,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
october,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
partnership,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
price,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
world's,4.519,0.03353,12,2,TRUE,0.5345224101796406,FALSE,USA
technology,-4.502,0.033846,151,142,TRUE,0.5387534439461884,FALSE,Ireland
left,4.484,0.034215,21,6,TRUE,0.5430037779433682,FALSE,USA
machines,4.484,0.034215,21,6,TRUE,0.5430037779433682,FALSE,USA
co-founder,4.443,0.03504,27,9,TRUE,0.553369368888889,FALSE,USA
created,4.443,0.03504,27,9,TRUE,0.553369368888889,FALSE,USA
system,-4.441,0.035076,25,32,TRUE,0.553369368888889,FALSE,Ireland
well,-4.441,0.035076,25,32,TRUE,0.553369368888889,FALSE,Ireland
built,4.436,0.035187,25,8,TRUE,0.5534805952732644,FALSE,USA
deal,4.436,0.035187,25,8,TRUE,0.5534805952732644,FALSE,USA
change,-4.412,0.035691,23,30,TRUE,0.5605803230088495,FALSE,Ireland
global,-4.392,0.036113,18,25,TRUE,0.5663731030927834,FALSE,Ireland
implications,-4.366,0.036666,2,8,TRUE,0.5725164721407624,FALSE,Ireland
simple,-4.366,0.036666,2,8,TRUE,0.5725164721407624,FALSE,Ireland
widespread,-4.366,0.036666,2,8,TRUE,0.5725164721407624,FALSE,Ireland
start-up,4.361,0.03677,40,16,TRUE,0.5730843421052632,FALSE,USA
commission,-4.359,0.03681,6,12,TRUE,0.5730843421052632,FALSE,Ireland
agency’s,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
analyzing,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
b1,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
biden,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
crunchbase's,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
deepseek’s,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
hardware,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
labor,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
land,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
mulchandani,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
museum,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
papers,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
percent,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
profitable,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
seekers,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
seemingly,4.272,0.038754,8,0,TRUE,0.5870431664295874,FALSE,USA
